"year","tournaments","sec","date","kickoff","home","score","away","venue","att","broadcast"
"2023","Ｊ３","第１８節第２日","07/16(日)","","沼津","vs","鹿児島","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","18:00","栃木","vs","清水","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","18:00","町田","vs","千葉","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","19:00","山形","vs","長崎","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","19:00","藤枝","vs","金沢","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","19:00","山口","vs","秋田","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","19:00","徳島","vs","甲府","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第１日","07/22(土)","19:00","大分","vs","いわき","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","15:00","奈良","vs","富山","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","18:00","相模原","vs","今治","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","18:00","松本","vs","八戸","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","18:00","岐阜","vs","長野","長良川"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","18:00","宮崎","vs","沼津","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","18:30","琉球","vs","YS横浜","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","19:00","福島","vs","北九州","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第１日","07/22(土)","19:00","鳥取","vs","岩手","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第２日","07/23(日)","18:00","水戸","vs","大宮","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第２日","07/23(日)","19:00","仙台","vs","東京Ｖ","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第２日","07/23(日)","19:00","群馬","vs","磐田","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第２日","07/23(日)","18:00","FC大阪","vs","讃岐","花園"," ","ＤＡＺＮ"
"2023","Ｊ３","第１９節第２日","07/23(日)","18:00","鹿児島","vs","愛媛","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２７節第３日","07/24(月)","19:00","熊本","vs","岡山","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","秋田","vs","群馬","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","いわき","vs","磐田","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","栃木","vs","甲府","カンセキ"," ","ＤＡＺＮ／とちぎテレビ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","東京Ｖ","vs","水戸","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","町田","vs","徳島","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","18:00","清水","vs","岡山","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","19:00","仙台","vs","藤枝","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","19:00","千葉","vs","山口","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","19:00","長崎","vs","熊本","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第１日","07/29(土)","19:00","大分","vs","山形","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","18:00","岩手","vs","奈良","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","18:00","長野","vs","相模原","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","18:00","讃岐","vs","福島","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","18:00","愛媛","vs","松本","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ３","第２０節第１日","07/29(土)","18:00","北九州","vs","鳥取","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","19:00","八戸","vs","FC大阪","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第１日","07/29(土)","19:00","今治","vs","宮崎","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ３","第２０節第１日","07/29(土)","19:00","鹿児島","vs","富山","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２８節第２日","07/30(日)","19:00","金沢","vs","大宮","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第２日","07/30(日)","17:00","YS横浜","vs","岐阜","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２０節第２日","07/30(日)","","沼津","vs","琉球","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第１日","08/05(土)","19:00","湘南","vs","広島","レモンＳ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第２２節第１日","08/05(土)","19:00","名古屋","vs","新潟","●未定●"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第１日","08/05(土)","19:00","藤枝","vs","山形","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第１日","08/05(土)","19:00","岡山","vs","町田","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","17:00","宮崎","vs","鹿児島","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","18:00","相模原","vs","讃岐","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","18:00","富山","vs","今治","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","18:00","岐阜","vs","愛媛","長良川"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","19:00","八戸","vs","琉球","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第１日","08/05(土)","19:00","鳥取","vs","松本","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","18:00","鹿島","vs","札幌","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","18:30","横浜FC","vs","神戸","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","19:00","浦和","vs","横浜FM","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","19:00","川崎Ｆ","vs","Ｇ大阪","等々力"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","19:00","京都","vs","柏","サンガＳ"," ","ＤＡＺＮ／ＫＢＳ京都"
"2023","Ｊ１","第２２節第２日","08/06(日)","19:00","Ｃ大阪","vs","FC東京","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２２節第２日","08/06(日)","19:00","鳥栖","vs","福岡","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","18:00","東京Ｖ","vs","清水","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","18:00","甲府","vs","金沢","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","18:00","長崎","vs","いわき","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","群馬","vs","栃木","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","大宮","vs","秋田","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","磐田","vs","仙台","エコパ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","山口","vs","大分","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","徳島","vs","千葉","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第２９節第２日","08/06(日)","19:00","熊本","vs","水戸","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第２日","08/06(日)","15:00","奈良","vs","北九州","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第２日","08/06(日)","18:00","福島","vs","沼津","とうスタ"," ","ＤＡＺＮ／福島中央テレビ（録）"
"2023","Ｊ３","第２１節第２日","08/06(日)","18:00","長野","vs","岩手","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２１節第２日","08/06(日)","18:00","FC大阪","vs","YS横浜","花園"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","14:00","札幌","vs","鳥栖","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","18:00","新潟","vs","湘南","デンカＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","19:00","柏","vs","Ｃ大阪","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","19:00","FC東京","vs","京都","味スタ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第２３節第１日","08/12(土)","19:00","川崎Ｆ","vs","神戸","等々力"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","19:00","福岡","vs","横浜FC","ベススタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第１日","08/12(土)","19:30","横浜FM","vs","Ｇ大阪","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","18:00","水戸","vs","長崎","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","18:00","町田","vs","磐田","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","18:00","清水","vs","山口","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","19:00","山形","vs","千葉","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","19:00","金沢","vs","熊本","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第１日","08/12(土)","19:00","大分","vs","藤枝","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","17:00","YS横浜","vs","福島","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","17:00","宮崎","vs","北九州","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","18:00","岩手","vs","八戸","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","18:30","琉球","vs","FC大阪","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","19:00","松本","vs","富山","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第１日","08/12(土)","19:00","今治","vs","岐阜","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ１","第２３節第２日","08/13(日)","18:00","名古屋","vs","鹿島","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第２３節第２日","08/13(日)","18:00","広島","vs","浦和","Ｅスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第２日","08/13(日)","18:00","秋田","vs","東京Ｖ","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第２日","08/13(日)","18:00","いわき","vs","甲府","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第２日","08/13(日)","18:00","栃木","vs","徳島","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第２日","08/13(日)","19:00","仙台","vs","群馬","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３０節第２日","08/13(日)","19:00","大宮","vs","岡山","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第２日","08/13(日)","15:00","奈良","vs","讃岐","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第２日","08/13(日)","18:00","愛媛","vs","鳥取","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ３","第２２節第２日","08/13(日)","19:00","鹿児島","vs","長野","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２２節第２日","08/13(日)","","沼津","vs","相模原","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第１日","08/18(金)","19:00","福岡","vs","新潟","ベススタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第２日","08/19(土)","18:00","鹿島","vs","鳥栖","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:00","浦和","vs","名古屋","埼玉"," ","ＤＡＺＮ　※１　浦和がＡＦＣチャンピオンズリーグ２０２３／２０２４プレーオフに出場した場合、８／１８（金）に開催する可能性があります"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:00","京都","vs","札幌","サンガＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:00","Ｇ大阪","vs","湘南","パナスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:00","神戸","vs","柏","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:00","広島","vs","川崎Ｆ","Ｅスタ"," ","ＤＡＺＮ　※２　広島がＡＦＣチャンピオンズリーグ２０２３／２０２４プレーオフに出場した場合、８／１８（金）に開催する可能性があります"
"2023","Ｊ１","第２４節第２日","08/19(土)","19:30","横浜FM","vs","FC東京","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","18:00","いわき","vs","東京Ｖ","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","18:00","水戸","vs","秋田","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","18:00","甲府","vs","磐田","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","18:00","清水","vs","町田","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","19:00","仙台","vs","大宮","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","19:00","山形","vs","熊本","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","19:00","千葉","vs","藤枝","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","19:00","岡山","vs","大分","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第１日","08/19(土)","19:00","長崎","vs","栃木","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","18:00","岩手","vs","愛媛","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","18:00","相模原","vs","YS横浜","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","18:00","長野","vs","岐阜","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","18:00","北九州","vs","琉球","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","19:00","八戸","vs","沼津","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","19:00","福島","vs","富山","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","19:00","鳥取","vs","宮崎","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","19:00","讃岐","vs","今治","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第１日","08/19(土)","19:00","鹿児島","vs","松本","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２４節第３日","08/20(日)","18:30","横浜FC","vs","Ｃ大阪","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３１節第２日","08/20(日)","19:00","群馬","vs","金沢","正田スタ"," ","ＤＡＺＮ／群馬テレビ"
"2023","Ｊ２","第３１節第２日","08/20(日)","19:00","徳島","vs","山口","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ３","第２３節第２日","08/20(日)","18:00","FC大阪","vs","奈良","花園"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第１日","08/25(金)","19:00","湘南","vs","浦和","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","18:00","鹿島","vs","新潟","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","18:30","横浜FC","vs","横浜FM","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","柏","vs","広島","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","FC東京","vs","神戸","国立"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","川崎Ｆ","vs","札幌","等々力"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","京都","vs","福岡","サンガＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","Ｃ大阪","vs","名古屋","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２５節第２日","08/26(土)","19:00","鳥栖","vs","Ｇ大阪","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","18:00","栃木","vs","水戸","カンセキ"," ","ＤＡＺＮ／とちぎテレビ"
"2023","Ｊ２","第３２節第１日","08/26(土)","18:00","東京Ｖ","vs","岡山","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","18:00","町田","vs","山形","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","大宮","vs","長崎","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","金沢","vs","徳島","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","磐田","vs","千葉","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","藤枝","vs","群馬","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","山口","vs","甲府","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第１日","08/26(土)","19:00","大分","vs","仙台","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","15:00","奈良","vs","長野","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","18:00","北九州","vs","鹿児島","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","18:00","宮崎","vs","福島","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","18:30","富山","vs","岩手","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","19:00","松本","vs","今治","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","19:00","岐阜","vs","鳥取","長良川"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第１日","08/26(土)","19:00","愛媛","vs","讃岐","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ３","第２４節第１日","08/26(土)","19:00","琉球","vs","相模原","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第２日","08/27(日)","18:00","秋田","vs","清水","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３２節第２日","08/27(日)","19:00","熊本","vs","いわき","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第２日","08/27(日)","17:00","YS横浜","vs","八戸","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２４節第２日","08/27(日)","","沼津","vs","FC大阪","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ１","第２６節第１日","09/02(土)","","札幌","vs","Ｇ大阪","札幌ド"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","柏","vs","横浜FM","三協Ｆ柏"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","FC東京","vs","福岡","味スタ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","湘南","vs","鹿島","レモンＳ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","新潟","vs","浦和","デンカＳ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","名古屋","vs","横浜FC","豊田ス"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","Ｃ大阪","vs","川崎Ｆ","ヨドコウ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","神戸","vs","京都","ノエスタ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ１","第２６節第１日","09/02(土)","","鳥栖","vs","広島","駅スタ"," ","ＤＡＺＮ　９／２（土）　ｏｒ　９／３（日）"
"2023","Ｊ２","第３３節第１日","09/02(土)","","秋田","vs","磐田","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第１日","09/02(土)","","金沢","vs","東京Ｖ","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","八戸","vs","鳥取","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","岩手","vs","福島","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","YS横浜","vs","琉球","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","長野","vs","愛媛","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","富山","vs","相模原","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","今治","vs","北九州","里山Ｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","宮崎","vs","讃岐","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第１日","09/02(土)","","鹿児島","vs","岐阜","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","仙台","vs","甲府","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","山形","vs","大宮","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","いわき","vs","岡山","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","栃木","vs","藤枝","栃木グ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","群馬","vs","町田","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","千葉","vs","熊本","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","清水","vs","徳島","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","山口","vs","水戸","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３３節第２日","09/03(日)","","長崎","vs","大分","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第２日","09/03(日)","","沼津","vs","奈良","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ３","第２５節第２日","09/03(日)","","FC大阪","vs","松本","花園"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","水戸","vs","金沢","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","千葉","vs","秋田","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","東京Ｖ","vs","山口","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","町田","vs","栃木","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","甲府","vs","大分","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","岡山","vs","仙台","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第１日","09/09(土)","","長崎","vs","群馬","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","岩手","vs","FC大阪","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","福島","vs","長野","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","相模原","vs","鹿児島","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","松本","vs","琉球","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","岐阜","vs","宮崎","長良川"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","奈良","vs","今治","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","鳥取","vs","YS横浜","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","愛媛","vs","沼津","ニンスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第１日","09/09(土)","","北九州","vs","八戸","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第２日","09/10(日)","","徳島","vs","いわき","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第３４節第２日","09/10(日)","","熊本","vs","藤枝","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ３","第２６節第２日","09/10(日)","","讃岐","vs","富山","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２７節第１日","09/16(土)","","札幌","vs","湘南","札幌ド"," ","ＤＡＺＮ　９／１６（土）　ｏｒ　９／１７（日）"
"2023","Ｊ１","第２７節第１日","09/16(土)","","鹿島","vs","Ｃ大阪","カシマ"," ","ＤＡＺＮ　９／１６（土）　ｏｒ　９／１７（日）"
